,B2,B4,Turn,Unit,er_label_1,ee_label_1,er_label_2,ee_label_2,neg,neu,pos
273,20180808-024552_152_live,0,1,Have you heard of Save the children?,source-related-inquiry,,,,0,0.652,0.348
274,20180808-024552_152_live,0,1,it's an organization that helps support kids impacted by warzone violence,credibility-appeal,,,,0.236,0.46,0.305
275,20180808-024552_152_live,1,1,Can't say I have,,negative-to-inquiry,,,0,1,0
276,20180808-024552_152_live,0,2,They are a good group.,greeting,,,,0,0.508,0.492
277,20180808-024552_152_live,0,2,Last week CNN talked about the genocides starting in syria,credibility-appeal,,,,0,1,0
278,20180808-024552_152_live,1,2,That doesnt sound very good,,neutral-reaction-to-donation,,,0.396,0.604,0
279,20180808-024552_152_live,0,3,It's awful.,other,,,,0.75,0.25,0
280,20180808-024552_152_live,0,3,ESpecially since children are being specifically targeted for rape and torture.,emotion-appeal,,,,0.489,0.511,0
281,20180808-024552_152_live,0,3,Some are being sold to ISIS,emotion-appeal,,,,0,1,0
282,20180808-024552_152_live,1,3,Always with ISIS.,,neutral-reaction-to-donation,,,0,1,0
283,20180808-024552_152_live,1,3,Why can't people just help each other out?,,neutral-reaction-to-donation,,,0.244,0.756,0
284,20180808-024552_152_live,0,4,Right?,acknowledgement,,,,0,1,0
285,20180808-024552_152_live,0,4,"Save the Children, the organization i mentioned before has been helping out a lot in the region.",credibility-appeal,,,,0,0.707,0.293
286,20180808-024552_152_live,0,4,They have been saving 250 kids/week.,credibility-appeal,,,,0,1,0
287,20180808-024552_152_live,0,4,They want to do more but lack funding,credibility-appeal,,,,0.32,0.57,0.109
288,20180808-024552_152_live,1,4,"I think lack of funds is always a moot point, because there's never enough",,positive-reaction-to-donation,,,0.173,0.827,0
289,20180808-024552_152_live,0,5,"True, but nothing and something are pretty different things.",emotion-appeal,,,,0,0.53,0.47
290,20180808-024552_152_live,0,5,Especially to a kid that is facing a future as a sex slave.,emotion-appeal,,,,0,1,0
291,20180808-024552_152_live,0,5,I donated a couple bucks last week.,self-modeling,,,,0,1,0
292,20180808-024552_152_live,0,5,It seemed grimy not to,other,,,,0.412,0.588,0
293,20180808-024552_152_live,1,5,"Fair enough, but not everyone has the means to give",,negative-reaction-to-donation,,,0,0.845,0.155
294,20180808-024552_152_live,0,6,"That's true, not everyone has the means to give.",acknowledgement,,,,0,0.741,0.259
295,20180808-024552_152_live,0,6,But I think most can donate a dollar,foot-in-the-door,,,,0,1,0
296,20180808-024552_152_live,1,6,"Ah, yes, the ""if everyone gave a dollar"" argument.",,acknowledgement,,,0.223,0.536,0.241
297,20180808-024552_152_live,1,6,It is what gave birth to the whole crowdfunding platform.,,other,,,0,1,0
298,20180808-024552_152_live,0,7,It's not an argument.,other,,,,0,0.587,0.413
299,20180808-024552_152_live,0,7,It's a fact that small donations by large numbers of people can have an impact.,logical-appeal,,,,0,1,0
300,20180808-024552_152_live,0,7,The merit of the cause is an entirely different matter?,other,,,,0,0.657,0.343
301,20180808-024552_152_live,1,7,"Indeed, but how do we know the donation aren't simply buying another yacht for an executive?",,negative-reaction-to-donation,,,0,1,0
302,20180808-024552_152_live,0,8,"A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad.",credibility-appeal,,,,0.11,0.627,0.263
303,20180808-024552_152_live,0,8,Save The Children is transparent,credibility-appeal,,,,0,0.556,0.444
304,20180808-024552_152_live,1,8,"Maybe, but financial statements are always ""summaries"" and not everyone is fluent in legalese",,negative-reaction-to-donation,,,0,1,0
305,20180808-024552_152_live,0,9,"I think you sell people short, especially since we are talking about numbers in a table.",logical-appeal,,,,0,1,0
306,20180808-024552_152_live,0,9,People can see where the numbers go.,logical-appeal,,,,0,1,0
307,20180808-024552_152_live,0,9,I'm not sure what 'legalese' you refer to.,logical-appeal,,,,0.219,0.781,0
308,20180808-024552_152_live,0,9,And these statements are not summaries.,logical-appeal,,,,0,1,0
309,20180808-024552_152_live,0,9,"They detail how every dollar is spent, as required by law.  =)",logical-appeal,,,,0,0.775,0.225
310,20180808-024552_152_live,0,9,How much are you going to donate?,ask-donation-amount,,,,0,1,0
311,20180808-024552_152_live,1,9,"Unfortunately, I will not be making a donation today.",,disagree-donation,,,0.286,0.714,0
312,20180808-024552_152_live,1,9,"As they say, don't light yourself on fire to keep others warm.",,negative-reaction-to-donation,,,0.168,0.699,0.133
313,20180808-024552_152_live,0,10,"Hmm, hope you don't ever need help one day...",other,,,,0.186,0.576,0.239
314,20180808-035431_488_live,0,0,"Hello, how are you today?",greeting,,,,0,1,0
315,20180808-035431_488_live,1,0,I'm good.,,greeting,,,0,0.256,0.744
316,20180808-035431_488_live,1,0,What Children's charity would you like to donate money to?,,task-related-inquiry,,,0,0.602,0.398
317,20180808-035431_488_live,0,1,"I like to donate, but i have a soft heart for children too.",neutral-to-inquiry,,,,0,0.837,0.163
318,20180808-035431_488_live,0,1,"I recently read about ""Save the Children"" and red more about it.",neutral-to-inquiry,,,,0,0.758,0.242
319,20180808-035431_488_live,1,1,Save the Children sounds like a good charity to me as well.,,positive-reaction-to-donation,,,0,0.308,0.692
320,20180808-035431_488_live,0,2,Yes I like how they are clear about their financial reports and They are a big organization,credibility-appeal,,,,0,0.606,0.394
321,20180808-035431_488_live,1,2,Clear financial reports are a very good thing.,,positive-reaction-to-donation,,,0,0.463,0.537
322,20180808-035431_488_live,1,2,They work with children all around the world.,,positive-reaction-to-donation,,,0,1,0
323,20180808-035431_488_live,1,2,Correct?,,task-related-inquiry,,,0,1,0
324,20180808-035431_488_live,0,3,"Yes they work in 120 different countries, on different issues.",credibility-appeal,,positive-to-inquiry,,0,0.769,0.231
325,20180808-035431_488_live,1,3,"Wow, that's amazing.",,acknowledgement,,,0,0.116,0.884
326,20180808-035431_488_live,1,3,Definitely a charity that I could stand behind and support.,,positive-reaction-to-donation,,,0,0.379,0.621
327,20180808-035431_488_live,0,4,"Same here, they have many option to help, We can donate or We can participate in their events",logical-appeal,,,,0,0.863,0.137
328,20180808-035431_488_live,1,4,I don't know much about their events.,,negative-to-inquiry,,,0,1,0
329,20180808-035431_488_live,1,4,But I have money that I can donate.,,disagree-donation,,,0,1,0
330,20180808-035431_488_live,0,5,"I usually like to help financially too, since I do not have many off days to join event.",other,,,,0,0.637,0.363
331,20180808-035431_488_live,0,5,Some of their members even travel to different countries to help in person.,credibility-appeal,,,,0,0.816,0.184
332,20180808-035431_488_live,0,5,I believe that is a big thing to do,other,,,,0,1,0
333,20180808-035431_488_live,1,5,I wouldn't have the time off to do that.,,negative-reaction-to-donation,,,0,1,0
334,20180808-035431_488_live,1,5,But that's pretty cool what they do.,,positive-reaction-to-donation,,,0,0.408,0.592
335,20180808-035431_488_live,0,6,"Yes, they are also connected to big companies like IKEA and Walt Disney.",credibility-appeal,,,,0,0.679,0.321
336,20180808-035431_488_live,0,6,I would like to see part of my purchase will be donated,self-modeling,,,,0,0.8,0.2
337,20180808-035431_488_live,1,6,Donating part of a purchase is such an easy way for a large amount of people to donate money.,,positive-reaction-to-donation,,,0,0.847,0.153
338,20180808-035431_488_live,0,7,"Exactly, I also like how there are HITs which encourage you to donate.",self-modeling,,,,0,0.633,0.367
339,20180808-035431_488_live,0,7,It makes me happy to donate part or all of my bonus,self-modeling,,,,0,0.581,0.419
340,20180808-035431_488_live,1,7,If it's a charity I believe in that's a great way.,,positive-reaction-to-donation,,,0,0.465,0.535
341,20180808-035431_488_live,1,7,I donate to many local charities in my city.,,positive-reaction-to-donation,,,0,0.686,0.314
342,20180808-035431_488_live,0,8,that is so nice of you.,praise-user,,,,0,0.58,0.42
343,20180808-035431_488_live,0,8,"like ""Save the Children"" has many options to donate.",donation-information,,,,0,0.551,0.449
344,20180808-035431_488_live,0,8,"You can directly donate through website, It has a minimum amount, but you can also donate part of the HIT reward at the end of the conversation, It can be 0 or 1 cent or any other amount",donation-information,,,,0,0.871,0.129
345,20180808-035431_488_live,1,8,I think I'll probably donate at the end of this conversation.,,positive-reaction-to-donation,,,0,1,0
346,20180808-035431_488_live,1,8,Will you be doing so as well?,,ask-persuader-donation-intention,,,0,0.716,0.284
347,20180808-035431_488_live,0,9,I sure will.,self-modeling,,,,0,0.303,0.697
348,20180808-035431_488_live,0,9,I did it in the past.,self-modeling,,,,0,1,0
349,20180808-035431_488_live,0,9,and surprisingly my reward did not even change,self-modeling,,,,0,0.504,0.496
350,20180808-035431_488_live,1,9,I've had similar things happen.,,acknowledgement,,,0,1,0
351,20180808-035431_488_live,1,9,I'm glad we good agree on a charity to donate to.,,positive-reaction-to-donation,,,0,0.349,0.651
352,20180808-052501_689_live,0,0,Would you like to donate to a Charity called Save the Children?,proposition-of-donation,,,,0,0.485,0.515
353,20180808-052501_689_live,1,0,"Hi, it all depends on who you really are, if it's for a person very close to me if I'm willing",,positive-reaction-to-donation,,,0,1,0
354,20180808-052501_689_live,0,1,"It would go to supporting children in developing countries, especially in war zones.",credibility-appeal,,,,0.231,0.608,0.16
355,20180808-052501_689_live,0,1,"For instance, millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,,,,0.366,0.634,0
356,20180808-052501_689_live,0,1,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,,,,0.487,0.513,0
357,20180808-052501_689_live,1,1,"if I would agree with that, and if my organ donated what problems would my body have?",,off-task,,,0.141,0.729,0.13
358,20180808-052501_689_live,1,1,the operation has risks,,off-task,,,0.412,0.588,0
359,20180808-052501_689_live,0,2,"I am not asking for an organ donation, but more of a financial one.",off-task,,,,0,1,0
360,20180808-052501_689_live,0,2,"You can give any amount, even as little as $0.01 can help.",foot-in-the-door,,,,0,0.803,0.197
361,20180808-052501_689_live,1,2,"oh ok I'm sorry I have read wrong, if I would be willing to donate with pleasure is a good cause",,positive-reaction-to-donation,,,0.168,0.496,0.336
362,20180808-052501_689_live,0,3,How much would you like to donate?,ask-donation-amount,,,,0,0.706,0.294
363,20180808-052501_689_live,1,3,I am willing to donate $ 10,,provide-donation-amount,,,0,1,0
364,20180808-052501_689_live,0,4,"Fantastic, you are a very generous person and this money will help the cause greatly",praise-user,,,,0,0.526,0.474
365,20180808-052501_689_live,1,4,"Not that, there are many needs in the world and this is a good cause",,positive-reaction-to-donation,,,0,0.818,0.182
366,20180808-052501_689_live,0,5,"Yes, you are helping to ensure children's rights to health, education, safety, etc.",logical-appeal,,,,0,0.466,0.534
367,20180808-052501_689_live,1,5,If sometimes I go down the street and there are people with posters I raise money for children and I always give them something because it is a good cause,,positive-reaction-to-donation,,,0,0.896,0.104
368,20180808-052501_689_live,0,6,Do you have children yourself?,personal-related-inquiry,,,,0,1,0
369,20180808-052501_689_live,0,6,Does this cause have a very personal meaning to you?,personal-related-inquiry,,,,0,1,0
370,20180808-052501_689_live,1,6,"If I have two very beautiful children that are my life, maybe that's why I'm very attentive to things like this of this magnitude",,neutral-to-inquiry,,,0,0.758,0.242
371,20180808-052501_689_live,0,7,"What would you say to someone who does not have children, if you were trying to get them to help the cause?",task-related-inquiry,,,,0,0.886,0.114
372,20180808-052501_689_live,1,7,"to think about all the needs that a child in need at this moment is helping, and to think that this may be their child",,neutral-to-inquiry,,,0,0.913,0.087
373,20180808-052501_689_live,0,8,"Children really are the future and if humans have any hope of surviving in the long run, we need to raise our children to see the good in this world and help others",logical-appeal,,,,0,0.73,0.27
374,20180808-052501_689_live,1,8,if it's what I think they have everything in their hands,,other,,,0,1,0
375,20180808-052501_689_live,0,9,"Yes, Well I thank you again for your donation and I wish you a very happy rest of your day!",thank,,,,0,0.457,0.543
376,20180808-052501_689_live,1,9,it is very happy day,,closing,,,0,0.5,0.5
377,20180824-022709_450_live,0,0,"Hello, How you doing",greeting,,,,0,1,0
378,20180824-022709_450_live,1,0,"Great thanks, Im here to talk about the childrens charity.",,other,,,0,0.417,0.583
379,20180824-022709_450_live,0,1,"Yes, Hope you aware whats going with child who died from hunger",emotion-appeal,,,,0.292,0.417,0.292
380,20180824-022709_450_live,1,1,I am mostly aware yes.,,positive-reaction-to-donation,,,0,0.526,0.474
381,20180824-022709_450_live,1,1,This is why i would love to donate an amount.,,positive-reaction-to-donation,,,0,0.656,0.344
382,20180824-022709_450_live,0,2,You are such a good personality ..,praise-user,,,,0,0.633,0.367
383,20180824-022709_450_live,0,2,How much do you like to donate to the charity now?,ask-donation-amount,,,,0,0.629,0.371
384,20180824-022709_450_live,0,2,Your donation will be directly deducted from your task payment.,donation-information,,,,0,1,0
385,20180824-022709_450_live,0,2,You can choose any amount from $0 to all your payment.,donation-information,,,,0,1,0
386,20180824-022709_450_live,1,2,"I not sure, how many children are in need of a donation?",,task-related-inquiry,,,0.179,0.821,0
387,20180824-022709_450_live,1,2,This will impact my decision on how much to give.,,neutral-reaction-to-donation,,,0,1,0
388,20180824-022709_450_live,0,3,1000 childrens at the first slot,neutral-to-inquiry,,,,0,1,0
389,20180824-022709_450_live,1,3,"Right, it will probably have to be 80% of my task payment then.",,agree-donation,,,0,1,0
390,20180824-022709_450_live,1,3,I'd love to help 1000 children.,,positive-reaction-to-donation,,,0,0.367,0.633
